rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
151,Am..t_K,@Ame_et108,232,,0,0,0,0,232,2021-11-17,2025-09-02,174,174,2,Telegram human account; Discord not individually inventoried,,
152,Jasim Khan,@Johnyk786,232,,0,0,0,0,232,2024-10-18,2026-03-16,36,36,3,Telegram human account; Discord not individually inventoried,,
153,Ps,@Osho9883,229,,0,0,0,0,229,2023-10-29,2025-10-25,34,34,3,Telegram human account; Discord not individually inventoried,,
154,roh,,229,,0,0,0,0,229,2023-08-09,2026-04-27,59,59,2,Telegram human account; Discord not individually inventoried,,
155,christian,@chrisperez80,227,,0,0,0,0,227,2022-11-01,2025-09-02,78,78,2,Telegram human account; Discord not individually inventoried,,
156,Sh,@Shh1988,224,,0,0,0,0,224,2021-11-19,2024-12-02,101,101,3,Telegram human account; Discord not individually inventoried,,
157,Jose M,@JoseMno,210,,0,0,0,0,210,2022-06-01,2025-03-08,59,59,4,Telegram human account; Discord not individually inventoried,,
158,MrMekkk,@Mrmekkk,209,,0,0,0,0,209,2021-10-22,2024-10-19,83,83,3,Telegram human account; Discord not individually inventoried,,
159,Mateusz,@Mateusz3211,208,,0,0,0,0,208,2024-09-20,2025-03-31,27,27,2,Telegram human account; Discord not individually inventoried,,
160,VӃ,,206,,0,0,0,0,206,2024-06-03,2025-08-25,47,47,3,Telegram human account; Discord not individually inventoried,,
161,…,,206,,0,0,0,0,206,2024-01-17,2024-06-11,45,45,2,Telegram human account; Discord not individually inventoried,,
162,Wall-e,,205,,0,0,0,0,205,2025-03-16,2025-05-09,33,33,4,Telegram human account; Discord not individually inventoried,,
163,OӃ,@okcompy,204,,0,0,0,0,204,2023-11-27,2024-04-10,73,73,5,Telegram human account; Discord not individually inventoried,,
164,Paco CryptoKey,@Cryptokey2,200,,0,0,0,0,200,2023-04-09,2026-04-12,47,47,4,Telegram human account; Discord not individually inventoried,,
165,Tincho,@OxTinch0,200,,0,0,0,0,200,2021-01-28,2021-05-08,26,26,2,Telegram human account; Discord not individually inventoried,,
166,Frenchie,@frenchiekoin,199,,0,0,0,0,199,2023-12-29,2025-01-02,31,31,2,Telegram human account; Discord not individually inventoried,,
167,Kara Pasha,@KaraPash4,199,,0,0,0,0,199,2023-11-24,2024-01-04,22,22,3,Telegram human account; Discord not individually inventoried,,
168,Burger Fries,@BURGkoin,198,,0,0,0,0,198,2024-06-13,2025-07-22,38,38,3,Telegram human account; Discord not individually inventoried,,
169,Crypto Bitez,@suntochukwu,195,,0,0,0,0,195,2021-05-30,2024-11-05,77,77,2,Telegram human account; Discord not individually inventoried,,
170,AhmadReza Reisian,@Livesoul85,194,,0,0,0,0,194,2021-11-14,2022-01-21,30,30,2,Telegram human account; Discord not individually inventoried,,
171,Luke,@lucasade,194,,0,0,0,0,194,2022-12-14,2024-03-19,70,70,4,Telegram human account; Discord not individually inventoried,,
172,Xatakis,@Xatakis,189,,0,0,0,0,189,2021-11-19,2025-01-28,62,62,4,Telegram human account; Discord not individually inventoried,,
173,Rrr22,@ggdubbel,185,,0,0,0,0,185,2023-11-08,2023-11-22,8,8,1,Telegram human account; Discord not individually inventoried,,
174,Sadık Emre Alkan,@Omdividet,184,,0,0,0,0,184,2021-11-17,2024-07-29,24,24,2,Telegram human account; Discord not individually inventoried,,
175,.💞. ℳℴ‌‌‌‌‌‌‌𝒽𝓪𝓶𝓶𝓪𝓭 .💞.,@Usnme1,183,,0,0,0,0,183,2021-11-07,2025-11-27,19,19,3,Telegram human account; Discord not individually inventoried,,
176,Memo,,183,,0,0,0,0,183,2025-03-08,2025-03-10,3,3,2,Telegram human account; Discord not individually inventoried,,
177,👑 \⁩ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ\⁩ࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩࣩ ●━━─⇆ ◁❚❚▷ ↻-𝑨𝒍𝒊𝒛𝒂𝒅𝒆𝒉\⁩ࣩࣩࣩࣩ,@Mammad_Alizadeh,183,,0,0,0,0,183,2021-11-08,2026-06-10,72,72,1,Telegram human account; Discord not individually inventoried,,
178,Ludarep,@Ludarep,181,,0,0,0,0,181,2022-01-07,2025-05-30,60,60,3,Telegram human account; Discord not individually inventoried,,
179,Aliasghar Mousavi,@mousaviasg,180,,0,0,0,0,180,2021-11-15,2022-01-21,35,35,2,Telegram human account; Discord not individually inventoried,,
180,sartox11🔮,@Sartox11,175,,0,0,0,0,175,2021-03-07,2025-12-25,75,75,3,Telegram human account; Discord not individually inventoried,,
181,Игорь Александрович,@kalchevskiy,174,,0,0,0,0,174,2021-06-14,2023-03-18,85,85,3,Telegram human account; Discord not individually inventoried,,
182,SSCRYPTO,@jj596,173,,0,0,0,0,173,2023-06-17,2024-09-03,33,33,4,Telegram human account; Discord not individually inventoried,,
183,Fox,@foxkoinos,169,,0,0,0,0,169,2021-01-29,2025-03-09,54,54,5,Telegram human account; Discord not individually inventoried,,
184,aM8,@MH8te,168,,0,0,0,0,168,2023-03-03,2023-04-15,21,21,4,Telegram human account; Discord not individually inventoried,,
185,Kanian,@kmd270,166,,0,0,0,0,166,2022-12-29,2024-02-02,24,24,2,Telegram human account; Discord not individually inventoried,,
186,Mark Rayson | I will never DM You,@markrayson,164,,0,0,0,0,164,2022-02-07,2026-02-27,43,43,2,Telegram human account; Discord not individually inventoried,,
187,Tintin,@punumahajan007,164,,0,0,0,0,164,2021-11-09,2024-06-14,21,21,2,Telegram human account; Discord not individually inventoried,,
188,ℳ𝓂𝒹,@mmdmfmz,160,,0,0,0,0,160,2024-09-26,2025-05-29,31,31,3,Telegram human account; Discord not individually inventoried,,
189,Nam,@nam1ner,158,,0,0,0,0,158,2023-11-26,2023-12-14,7,7,2,Telegram human account; Discord not individually inventoried,,
190,S Prasco,,158,,0,0,0,0,158,2024-05-12,2026-07-04,42,42,2,Telegram human account; Discord not individually inventoried,,
191,Omoeki,@bestedeki,155,,0,0,0,0,155,2021-11-08,2025-02-06,76,76,5,Telegram human account; Discord not individually inventoried,,
192,Tobi,@tobimye,155,,0,0,0,0,155,2023-02-18,2026-03-01,57,57,3,Telegram human account; Discord not individually inventoried,,
193,Kyrios,@synovemer,154,,0,0,0,0,154,2024-11-09,2025-11-14,34,34,2,Telegram human account; Discord not individually inventoried,,
194,Rızgar,@TheRiz93,153,,0,0,0,0,153,2023-06-09,2023-11-15,14,14,3,Telegram human account; Discord not individually inventoried,,
195,Soney,@sonjdh2,151,,0,0,0,0,151,2024-01-21,2024-03-03,13,13,2,Telegram human account; Discord not individually inventoried,,
196,David Majada,,150,,0,0,0,0,150,2021-11-15,2024-12-04,54,54,2,Telegram human account; Discord not individually inventoried,,
197,Elbarto,,148,,0,0,0,0,148,2023-11-22,2025-10-02,26,26,2,Telegram human account; Discord not individually inventoried,,
198,h.mohe,@Hmohei,148,,0,0,0,0,148,2023-12-17,2025-11-27,49,49,2,Telegram human account; Discord not individually inventoried,,
199,Jairo,@Ashirion,148,,0,0,0,0,148,2022-10-31,2025-08-13,74,74,5,Telegram human account; Discord not individually inventoried,,
200,Cardsfan888,@Cardsfan888,147,,0,0,0,0,147,2023-04-01,2023-09-08,41,41,3,Telegram human account; Discord not individually inventoried,,
201,Otis,,147,,0,0,0,0,147,2022-01-26,2022-02-18,21,21,2,Telegram human account; Discord not individually inventoried,,
202,Paoli,@poali98,147,,0,0,0,0,147,2025-04-19,2026-02-18,42,42,2,Telegram human account; Discord not individually inventoried,,
203,Pepe Svin,@PepeSvin,147,,0,0,0,0,147,2020-11-18,2026-02-10,51,51,3,Telegram human account; Discord not individually inventoried,,
204,Rambo Lamb,@RamboLambo,143,,0,0,0,0,143,2020-11-20,2024-11-30,38,38,1,Telegram human account; Discord not individually inventoried,,
205,Tony Job,,143,,0,0,0,0,143,2022-05-29,2025-12-29,84,84,4,Telegram human account; Discord not individually inventoried,,
206,Toofan,@toofan_che,143,,0,0,0,0,143,2021-11-12,2026-06-20,51,51,2,Telegram human account; Discord not individually inventoried,,
207,M Z,@Luuk_Groen,140,,0,0,0,0,140,2023-12-16,2024-05-03,27,27,3,Telegram human account; Discord not individually inventoried,,
208,Keeper Forge,@KeeperForge,139,,0,0,0,0,139,2021-01-22,2022-02-26,13,13,1,Telegram human account; Discord not individually inventoried,,
209,Raul,@provoco,138,,0,0,0,0,138,2021-09-26,2022-12-18,54,54,3,Telegram human account; Discord not individually inventoried,,
210,صنایع چوبی آپادانا,@Mobleapadana,137,,0,0,0,0,137,2021-10-02,2023-10-02,42,42,1,Telegram human account; Discord not individually inventoried,,
211,MEhdi,@mehdi_J23,134,,0,0,0,0,134,2021-11-19,2023-03-30,31,31,2,Telegram human account; Discord not individually inventoried,,
212,DrAkU'L,@drakul19,133,,0,0,0,0,133,2022-11-05,2024-07-20,54,54,1,Telegram human account; Discord not individually inventoried,,
213,Nathaniel Lees,@NathanielLees,132,,0,0,0,0,132,2022-12-23,2023-11-29,28,28,4,Telegram human account; Discord not individually inventoried,,
214,Daniel Schwarz (liondani),@liondani,130,,0,0,0,0,130,2022-10-29,2026-02-10,33,33,3,Telegram human account; Discord not individually inventoried,,
215,Sergio,@hm0by,130,,0,0,0,0,130,2022-05-13,2025-05-29,49,49,2,Telegram human account; Discord not individually inventoried,,
216,Liam,@LiamDeFi,127,,0,0,0,0,127,2021-10-25,2023-11-10,32,32,2,Telegram human account; Discord not individually inventoried,,
217,Ned Fine,@Ned_Fine,127,,0,0,0,0,127,2024-05-20,2025-05-25,45,45,3,Telegram human account; Discord not individually inventoried,,
218,Alexander,@crypto93z,125,,0,0,0,0,125,2022-08-02,2024-12-07,20,20,2,Telegram human account; Discord not individually inventoried,,
219,Samy Ӄ,@speier000,125,,0,0,0,0,125,2021-04-17,2025-05-11,72,72,4,Telegram human account; Discord not individually inventoried,,
220,Off The Cuff,@Offthecuff2010,124,,0,0,0,0,124,2021-04-21,2025-07-18,50,50,3,Telegram human account; Discord not individually inventoried,,
221,Robert Johanson,,123,,0,0,0,0,123,2024-09-08,2025-08-22,13,13,2,Telegram human account; Discord not individually inventoried,,
222,🅧 Astro Ninja 🅧,@AstroNinjaX,123,,0,0,0,0,123,2023-04-16,2024-04-12,26,26,4,Telegram human account; Discord not individually inventoried,,
223,Theodor Rettich,@TheodorRettich,121,,0,0,0,0,121,2022-11-30,2023-12-12,15,15,2,Telegram human account; Discord not individually inventoried,,
224,persianpiano,@Pershianpiano,120,,0,0,0,0,120,2021-11-18,2022-11-01,20,20,1,Telegram human account; Discord not individually inventoried,,
225,J R,,119,,0,0,0,0,119,2021-11-28,2025-07-28,35,35,2,Telegram human account; Discord not individually inventoried,,
226,el,@telleqra,118,,0,0,0,0,118,2021-02-26,2022-03-12,40,40,1,Telegram human account; Discord not individually inventoried,,
227,Snir,,117,,0,0,0,0,117,2022-04-08,2025-09-09,34,34,3,Telegram human account; Discord not individually inventoried,,
228,Mojtaba Abidi,,116,,0,0,0,0,116,2021-12-20,2025-10-06,40,40,3,Telegram human account; Discord not individually inventoried,,
229,Guru,@bluelogic33,115,,0,0,0,0,115,2021-02-14,2021-07-16,19,19,1,Telegram human account; Discord not individually inventoried,,
230,. .,@Anonmanitg,114,,0,0,0,0,114,2025-06-09,2025-09-27,23,23,3,Telegram human account; Discord not individually inventoried,,
231,MZ,@shiningstar86,113,,0,0,0,0,113,2023-06-08,2023-07-02,14,14,1,Telegram human account; Discord not individually inventoried,,
232,romeo,@Romeotheonly,113,,0,0,0,0,113,2022-09-12,2024-08-27,32,32,2,Telegram human account; Discord not individually inventoried,,
233,Bright Breeze,@bright_breeze,112,,0,0,0,0,112,2024-10-14,2026-04-25,59,59,4,Telegram human account; Discord not individually inventoried,,
234,Jacob Allen,,112,,0,0,0,0,112,2025-07-23,2026-01-28,38,38,3,Telegram human account; Discord not individually inventoried,,
235,Max f,@aesoprock,111,,0,0,0,0,111,2021-04-05,2025-02-03,60,60,2,Telegram human account; Discord not individually inventoried,,
236,ᬉشـ ـاٰه ڪࢪیمی ️,@Omid20karimi,111,,0,0,0,0,111,2025-05-12,2026-04-01,29,29,1,Telegram human account; Discord not individually inventoried,,
237,bulent kayim,,110,,0,0,0,0,110,2024-06-20,2025-05-09,6,6,2,Telegram human account; Discord not individually inventoried,,
238,Ari,@Arird20,109,,0,0,0,0,109,2022-10-25,2023-04-06,17,17,2,Telegram human account; Discord not individually inventoried,,
240,Farzad,@farzadxd,108,,0,0,0,0,108,2022-12-28,2023-03-18,67,67,3,Telegram human account; Discord not individually inventoried,,
241,Han Chiu,@mekaffey,107,,0,0,0,0,107,2021-11-08,2025-05-20,37,37,4,Telegram human account; Discord not individually inventoried,,
242,Izakis,@zodiac286,107,,0,0,0,0,107,2021-11-13,2025-09-30,68,68,3,Telegram human account; Discord not individually inventoried,,
243,PePeZen 🇫🇷,@thib89,107,,0,0,0,0,107,2021-11-09,2024-02-05,32,32,2,Telegram human account; Discord not individually inventoried,,
244,paula g,@paula_fundraisely,106,,0,0,0,0,106,2021-11-01,2025-05-23,24,24,1,Telegram human account; Discord not individually inventoried,,
245,Yoni,@ylip1,106,,0,0,0,0,106,2021-06-18,2024-12-19,28,28,3,Telegram human account; Discord not individually inventoried,,
246,Patrick,@funnyhill,105,,0,0,0,0,105,2021-01-24,2025-06-01,55,55,4,Telegram human account; Discord not individually inventoried,,
247,Andrey Golovko,@andrey77golovko,104,,0,0,0,0,104,2021-11-16,2025-11-15,24,24,2,Telegram human account; Discord not individually inventoried,,
248,Bleh,@Bleh98,104,,0,0,0,0,104,2023-09-03,2024-05-11,20,20,2,Telegram human account; Discord not individually inventoried,,
249,Massoud Ghahari,@masghahari,104,,0,0,0,0,104,2023-04-07,2023-11-04,13,13,3,Telegram human account; Discord not individually inventoried,,
250,Moh,@Mohmirag,104,,0,0,0,0,104,2021-11-07,2023-08-14,28,28,2,Telegram human account; Discord not individually inventoried,,
251,Isildur de Isengard,@isvilfer,103,,0,0,0,0,103,2021-02-13,2025-12-27,40,40,2,Telegram human account; Discord not individually inventoried,,
252,chuu,,99,,0,0,0,0,99,2021-12-21,2022-06-13,22,22,2,Telegram human account; Discord not individually inventoried,,
253,Madhavakrishnan Arumugam,@maddykrish1984,99,,0,0,0,0,99,2023-04-07,2023-12-15,9,9,1,Telegram human account; Discord not individually inventoried,,
254,Yuri Sergonov,,97,,0,0,0,0,97,2023-11-27,2023-11-28,2,2,1,Telegram human account; Discord not individually inventoried,,
255,Sh,@Shahinnabizadeh,96,,0,0,0,0,96,2022-09-17,2024-10-24,19,19,1,Telegram human account; Discord not individually inventoried,,
